stazPart,stazArr
TRIESTE,UDINE
RIMINI,RAVENNA
FIUMICINO,MONTEROTONDO
AGRIGENTO,PALERMO
TERMINI,PALERMO
GALLARATE,LUINO
VENEZIA,VERONA
ANCONA,RIMINI
TREVIGLIO,BERGAMO
BERGAMO,BRESCIA
SESTRI,LA SPEZIA
LA SPEZIA,SESTRI
TARANTO,BARI
BARI,FOGGIA
BARI,FASANO
SASSUOLO,MODENA
MODENA,MANTOVA
BERCETO,PARMA
TREVIGLIO,VARESE
PIOLTELLO,NOVARA
VERONA,VENEZIA
SESTRI,GENOVA
GENOVA,SESTRI
M,MALPENSA
M,SARONNO
M,MARIANO
MALPENSA,M
CAMNAGO,M
M,CAMNAGO
M,MALPENSA
M,SARONNO
M,VARESE
M,COMO
SARONNO,M
MALPENSA,M
CAMNAGO,M
M,CAMNAGO
COMO,M
SARONNO,NOVATE
SARONNO,M
VENEZIA,BASSANO
VENEZIA,PORTOGRUARO
BASSANO,VENEZIA
DITTAINO,CALTANISSETTA
FELTRE,BELLUNO
MI.P.GENOVA,MORTARA
DECIMOMANNU,CAGLIARI
BASSANO,TRENTO
ROVERETO,TRENTO
TRENTO,ROVERETO
PUNTA,PALERMO
ALBANO,CIAMPINO
FIRENZE,EMPOLI
BERCETO,PARMA
M,MALPENSA
M,SARONNO
MALPENSA,M
CAMNAGO,M
FIRENZE,PISTOIA
PUNTA,PALERMO
VENEZIA,PORTOGRUARO
VENEZIA,CONEGLIANO
VENEZIA,VERONA
LA SPEZIA,SESTRI
ANCONA,FOLIGNO
STABIO,BUSTO
VARESE,STABIO
PALERMO,PUNTA
PORTOGRUARO,VENEZIA
SAVONA,COGOLETO
EMPOLI,FIRENZE
TREVISO,VENEZIA
M,MALPENSA
CATANIA,CATANIA
CATANIA,CATANIA
CATANIA,CATANIA
VARESE,PORTO
SAVONA,COGOLETO
COMO,CHIASSO
NOVI,GENOVA
GENOVA,GENOVA
GENOVA,GENOVA
M,MALPENSA
ISEO,BRESCIA
SONDRIO,TIRANO
MORTARA,MI.P.GENOVA
REGGIO,MELITO
RAVENNA,RIMINI
SIENA,BUONCONVENTO
PISTOIA,FIRENZE
PALERMO,PUNTA
PORTOGRUARO,VENEZIA
FERRARA,RAVENNA
CHIVASSO,IVREA
PALERMO,CEFALU`
M,MALPENSA
NOVATE,MALPENSA
MALPENSA,M
CROTONE,SIBARI
CUNEO,LIMONE
CUNEO,FOSSANO
STABIO,BUSTO
VARESE,STABIO
CREMONA,FIDENZA
PALERMO,PUNTA
CHIASSO,COMO
COMO,CHIASSO
BRESCIA,BERGAMO
PIADENA,PARMA
SALERNO,MERCATO
SESTRI,GENOVA
M,SARONNO
COMO,M
VARESE,M
SARONNO,M
MALPENSA,M
SEVESO,M
TREVIGLIO,BERGAMO
CHIUSI,FIRENZE
REGGIO,CATANZARO
GENOVA,LA SPEZIA
LECCE,BARI
CIVITANOVA,FABRIANO
VARESE,TREVIGLIO
FOGGIA,POTENZA
MESSINA,CATANIA
CREMONA,TREVIGLIO
TRIESTE,VENEZIA
TRIESTE,UDINE
FERRARA,RAVENNA
BARI,LECCE
PAVIA,VERCELLI
SIRACUSA,CATANIA
PIACENZA,VOGHERA
CATANZARO,LAMEZIA
FOLIGNO,PERUGIA
BRINDISI,BARI
ROVIGO,VENEZIA
VERCELLI,PAVIA
RAVENNA,CASTELBOLOGNESE
IVREA,CHIVASSO
SIENA,CHIUSI
FIRENZE,AREZZO
CREMONA,BRESCIA
PALERMO,PUNTA
RIMINI,RAVENNA
EMPOLI,FIRENZE
PALERMO,TERMINI
GALLARATE,VARESE
VICENZA,SCHIO
BERGAMO,BRESCIA
BERGAMO,TREVIGLIO
PARMA,BERCETO
NOVARA,PIOLTELLO
PAVIA,ALESSANDRIA
ORTE,FIUMICINO
GENOVA,SAVONA
PADOVA,MONTEBELLUNA
M,VARESE
M,MALPENSA
M,CAMNAGO
SARONNO,M
VENEZIA,PORTOGRUARO
SASSARI,PORTO
ISEO,BRESCIA
COLICO,SONDRIO
IGLESIAS,CAGLIARI
CARBONIA,VILLAMASSARGIA
BELLUNO,FELTRE
CHIAVENNA,COLICO
COLICO,CHIAVENNA
MI.P.GENOVA,MORTARA
MORTARA,MI.P.GENOVA
AREZZO,FIRENZE
BIELLA,SANTHIA`
STABIO,BUSTO
BUSTO,STABIO
ORISTANO,CAGLIARI
CAGLIARI,DECIMOMANNU
TREVIGLIO,CREMONA
PIADENA,CREMONA
TRENTO,BOLZANO
PALERMO,PUNTA
PUNTA,PALERMO
ACQUI,SAVONA
CHIASSO,COMO
COMO,CHIASSO
BRESCIA,BERGAMO
PARMA,BERCETO
BIELLA,NOVARA
VENEZIA,CONEGLIANO
TREVISO,MONTEBELLUNA
NOVI,GENOVA
M,MALPENSA
M,SARONNO
ASSO,M
MALPENSA,M
CAMNAGO,M
NOVARA,M
COMO,M
VARESE,M
SARONNO,M
SESTRI,LA SPEZIA
BERCETO,PARMA
LA SPEZIA,SAVONA
SIRACUSA,MESSINA
POTENZA,FOGGIA
CATANIA,MESSINA
FOGGIA,POTENZA
MESSINA,SIRACUSA
PISA,AULLA
SONDRIO,LECCO
BELLUNO,VENEZIA
PESCARA,ANCONA
CHIUSI,SIENA
RAVENNA,PESARO
MANTOVA,MODENA
VARESE,TREVIGLIO
FOGGIA,BARI
TRENTO,BASSANO
TRIESTE,VENEZIA
COGOLETO,VENTIMIGLIA
GALLARATE,TREVIGLIO
PARMA,BRESCIA
NOVARA,PIOLTELLO
TREVIGLIO,VARESE
FIUMICINO,ORTE
GENOVA,SESTRI
GENOVA,LA SPEZIA
M,ASSO
SARONNO,ALBAIRATE
FIRENZE,SIENA
VENEZIA,TRIESTE
OLBIA,OZIERI
CALTANISSETTA,DITTAINO
FOLIGNO,TERONTOLA
PERUGIA,FOLIGNO
SULMONA,PESCARA
CAGLIARI,IGLESIAS
IGLESIAS,CAGLIARI
S.BENEDETTO,PESCARA
LECCE,BARI
LECCO,SONDRIO
ROVIGO,VENEZIA
MONSELICE,MANTOVA
MELITO,VILLA
RAVENNA,CASTELBOLOGNESE
CODOGNO,PAVIA
SIENA,FIRENZE
ASTI,VOGHERA
MANTOVA,MONSELICE
VIAREGGIO,FIRENZE
CREMONA,TREVIGLIO
PORDENONE,VENEZIA
BOLZANO,MERANO
BOLZANO,BRENNERO
CEFALU`,PUNTA
PALERMO,PUNTA
PORTOGRUARO,VENEZIA
BARI,FOGGIA
SALSOMAGGIORE,FIDENZA
FIDENZA,CREMONA
FIDENZA,SALSOMAGGIORE
RIMINI,ANCONA
ORTE,FIUMICINO
FIUMICINO,FARA
SAVONA,GENOVA
RIVAROLO,CHIERI
FIRENZE,LIVORNO
PISA,FIRENZE
PALERMO,CEFALU`
VICENZA,VENEZIA
VICENZA,TREVISO
BERGAMO,BRESCIA
BERGAMO,TREVIGLIO
BARI,BARLETTA
BARI,BITRITTO
MODENA,MANTOVA
ALESSANDRIA,PAVIA
NOVARA,PIOLTELLO
NOVARA,BIELLA
TREVIGLIO,VARESE
PIOLTELLO,NOVARA
PAVIA,ALESSANDRIA
ACQUI,GENOVA
FARA,FIUMICINO
LIVORNO,FIRENZE
PISA,LUCCA
SALERNO,CASERTA
PADOVA,MONTEBELLUNA
M,LAVENO
M,COMO
M,NOVARA
M,CAMNAGO
M,MALPENSA
M,SARONNO
M,ERBA
MALPENSA,M
CAMNAGO,M
M,CAMNAGO
SARONNO,M
FIRENZE,EMPOLI
VENEZIA,BASSANO
VENEZIA,PORTOGRUARO
BASSANO,VENEZIA
PORTO,SASSARI
COSENZA,PAOLA
VILLAMASSARGIA,CARBONIA
FELTRE,BELLUNO
BELLUNO,FELTRE
CHIAVENNA,COLICO
MORTARA,ALESSANDRIA
MORTARA,MI.P.GENOVA
CATANIA,CATANIA
SANTHIA`,BIELLA
STABIO,BUSTO
BUSTO,STABIO
DECIMOMANNU,CAGLIARI
PIAZZA,PISA
AGRIGENTO,PUNTA
PUNTA,PALERMO
LUINO,GALLARATE
SCHIO,VICENZA
CHIASSO,COMO
COMO,CHIASSO
TREVIGLIO,BERGAMO
BRESCIA,BERGAMO
TARANTO,BARI
PIADENA,PARMA
MERCATO,SALERNO
SALERNO,MERCATO
BASSANO,PADOVA
MONTEBELLUNA,PADOVA
M,MALPENSA
M,SARONNO
ASSO,M
MALPENSA,M
CAMNAGO,M
LAVENO,M
NOVARA,M
VARESE,M
BORGO,FIRENZE
OZIERI,SASSARI
TREVIGLIO,CREMONA
BITRITTO,BARI
BERCETO,PARMA
AVEZZANO,PESCARA
SALERNO,PAOLA
FOLIGNO,ANCONA
CATANIA,MESSINA
GENOVA,VENTIMIGLIA
FIRENZE,PISA
FIRENZE,LA SPEZIA
VENEZIA,VERONA
BENEVENTO,CASERTA
SIBARI,COSENZA
BRESCIA,EDOLO
SONDRIO,LECCO
POTENZA,SALERNO
FABRIANO,CIVITANOVA
COSENZA,REGGIO
VENTIMIGLIA,SAVONA
FOSSANO,LIMONE
RAVENNA,FERRARA
SIENA,FIRENZE
VARESE,TREVIGLIO
MESSINA,CATANIA
CREMONA,PAVIA
UDINE,VENEZIA
VIAREGGIO,FIRENZE
LUCCA,FIRENZE
PUNTA,CEFALU`
PESCARA,TERAMO
UDINE,TRIESTE
TRIESTE,TARVISIO
TRIESTE,UDINE
CHIVASSO,PINEROLO
FIRENZE,AREZZO
BERGAMO,FIDENZA
LA SPEZIA,GENOVA
LA SPEZIA,PISA
NOVARA,DOMODOSSOLA
NOVARA,IVREA
NOVARA,PIOLTELLO
TREVIGLIO,VARESE
PIOLTELLO,NOVARA
VERONA,VENEZIA
VERONA,VENEZIA
FIUMICINO,ORTE
GENOVA,ACQUI
PISA,CAMPIGLIA
SARONNO,ALBAIRATE
FIRENZE,VIAREGGIO
VENEZIA,TRIESTE
VENEZIA,ROVIGO
VENEZIA,VERONA
EDOLO,BRESCIA
LIMONE,FOSSANO
VOGHERA,PIACENZA
BRENNERO,BOLZANO
LAMEZIA,CATANZARO
SAPRI,BIVIO
LECCE,BARI
COLICO,CHIAVENNA
RAVENNA,RIMINI
IVREA,CHIVASSO
BORGO,FIRENZE
CHIVASSO,NOVARA
CREMONA,TREVIGLIO
CREMONA,FIDENZA
LUCCA,VIAREGGIO
BOLZANO,MERANO
PORTOGRUARO,VENEZIA
FIDENZA,SALSOMAGGIORE
TRIESTE,PORTOGRUARO
CASERTA,SALERNO
ORTE,FIUMICINO
FIUMICINO,POGGIO
PINEROLO,CHIVASSO
PISA,FIRENZE
FIRENZE,BORGO
PALERMO,PUNTA
VICENZA,SCHIO
BERGAMO,BRESCIA
LA SPEZIA,GENOVA
LA SPEZIA,LEVANTO
LA SPEZIA,PONTREMOLI
ALESSANDRIA,PAVIA
PARMA,BERCETO
NOVARA,PIOLTELLO
NOVARA,ALESSANDRIA
NOVARA,ARONA
TREVISO,VICENZA
PIOLTELLO,NOVARA
PAVIA,VERCELLI
GENOVA,ARQUATA
LIVORNO,FIRENZE
PADOVA,MONTEBELLUNA
M,VARESE
M,COMO
M,NOVARA
M,CAMNAGO
M,MALPENSA
M,SARONNO
MALPENSA,M
SARONNO,M
SARONNO,SEREGNO
FIRENZE,PISTOIA
VENEZIA,BASSANO
OZIERI,OLBIA
SASSARI,OZIERI
SASSARI,PORTO
COSENZA,SIBARI
ISEO,BRESCIA
S.CANDIDO,FORTEZZA
CARBONIA,CAGLIARI
IGLESIAS,VILLAMASSARGIA
VILLAMASSARGIA,IGLESIAS
CONEGLIANO,BELLUNO
BELLUNO,FELTRE
PONTREMOLI,LA SPEZIA
RIETI,TERNI
CHIAVENNA,COLICO
MI.P.GENOVA,MORTARA
CASTELBOLOGNESE,RAVENNA
RAVENNA,RIMINI
CREMONA,CODOGNO
MANTOVA,VERONA
AREZZO,FIRENZE
BIELLA,SANTHIA`
ORISTANO,CAGLIARI
S.AGATA,MESSINA
MANIAGO,SACILE
LUCCA,PISA
PUNTA,PALERMO
SALSOMAGGIORE,FIDENZA
TERMOLI,PESCARA
TERMINI,PALERMO
CEFALU`,PALERMO
GALLARATE,LUINO
BASSANO,VICENZA
CHIASSO,COMO
COMO,CHIASSO
TREVIGLIO,BERGAMO
BRESCIA,BERGAMO
SESTRI,LA SPEZIA
LEVANTO,LA SPEZIA
LA SPEZIA,LEVANTO
MODENA,SASSUOLO
BRESCIA,PARMA
DOMODOSSOLA,NOVARA
BIELLA,NOVARA
PISA,LUCCA
MERCATO,SALERNO
MONTEBELLUNA,PADOVA
CAMNAGO,M
M,CAMNAGO
M,MALPENSA
M,SARONNO
ASSO,M
SARONNO,M
MALPENSA,M
CAMNAGO,M
LAVENO,M
NOVARA,M
SEREGNO,SARONNO
FIRENZE,BORGO
BASSANO,VENEZIA
VENEZIA,VENEZIA
BERGAMO,TREVIGLIO
ANCONA,PIACENZA
CAGLIARI,SASSARI
MESSINA,PALERMO
SAVONA,LA SPEZIA
SIBARI,CATANZARO
POTENZA,FOGGIA
BRENNERO,VERONA
CATANZARO,SIBARI
GROSSETO,FIRENZE
CHIUSI,FIRENZE
REGGIO,COSENZA
REGGIO,CATANZARO
VARESE,TREVIGLIO
FOGGIA,POTENZA
TRIESTE,VENEZIA
TRIESTE,VENEZIA
FIRENZE,FIUMICINO
FIRENZE,FAENZA
VENEZIA,UDINE
ROCCELLA,REGGIO
SONDRIO,LECCO
BRENNERO,MERANO
LECCE,BARI
SIENA,CHIUSI
SIENA,GROSSETO
VARESE,TREVIGLIO
FIRENZE,LUCCA
MERANO,BRENNERO
BOLZANO,VERONA
SAVONA,VENTIMIGLIA
EMPOLI,SIENA
PALERMO,DITTAINO
LA SPEZIA,SESTRI
BARI,LECCE
ALESSANDRIA,SAVONA
PARMA,BRESCIA
TREVIGLIO,VARESE
TREVIGLIO,VARESE
PAVIA,ALESSANDRIA
PAVIA,CREMONA
LIVORNO,FIRENZE
M,LAVENO
SARONNO,ALBAIRATE
FIRENZE,VIAREGGIO
FIRENZE,PISA
FIRENZE,VIAREGGIO
FIRENZE,SIENA
VENEZIA,TRIESTE
VENEZIA,BELLUNO
VENEZIA,ROVIGO
TERONTOLA,FOLIGNO
CATANZARO,LAMEZIA
CATANZARO,CROTONE
ARONA,NOVARA
SULMONA,L`AQUILA
LAMEZIA,CATANZARO
TERAMO,PESCARA
COLICO,CHIAVENNA
ROVIGO,VENEZIA
CHIUSI,SIENA
VERCELLI,PAVIA
MORTARA,MI.P.GENOVA
CATANIA,LETOJANNI
SIENA,FIRENZE
MANTOVA,MODENA
STABIO,BUSTO
BUSTO,STABIO
FOGGIA,BARI
FAENZA,BORGO
VIAREGGIO,FIRENZE
CREMONA,BRESCIA
CREMONA,TREVIGLIO
TRENTO,BOLZANO
SACILE,MANIAGO
PUNTA,CEFALU`
PALERMO,PUNTA
PUNTA,PALERMO
PORTOGRUARO,VENEZIA
PESCARA,SULMONA
VILLA,UDINE
TRIESTE,VILLA
FERRARA,RAVENNA
CASERTA,SALERNO
POGGIO,FIUMICINO
FARA,FIUMICINO
SAVONA,GENOVA
CHIERI,RIVAROLO
PALERMO,CEFALU`
PALERMO,TERMINI
PALERMO,PUNTA
VERONA,VENEZIA
BERGAMO,BRESCIA
LA SPEZIA,PISA
LA SPEZIA,LEVANTO
LA SPEZIA,PONTREMOLI
BARI,TARANTO
VOGHERA,ASTI
ALESSANDRIA,PAVIA
PARMA,BERCETO
NOVARA,PIOLTELLO
NOVARA,PIOLTELLO
CONEGLIANO,VENEZIA
VENEZIA,SACILE
PIOLTELLO,NOVARA
PAVIA,VERCELLI
LIVORNO,FIRENZE
PADOVA,BASSANO
PADOVA,VENEZIA
PADOVA,MONTEBELLUNA
M,ASSO
M,COMO
M,NOVARA
M,CAMNAGO
M,MALPENSA
M,SARONNO
COMO,M
MALPENSA,M
SARONNO,M
VENEZIA,PORTOGRUARO
EDOLO,BRESCIA
ASCOLI,CIVITANOVA
CIVITANOVA,MACERATA
SAN,FOSSANO
MI.P.GENOVA,MORTARA
CASTELBOLOGNESE,RAVENNA
CATANIA,CATANIA
CATANIA,CATANIA
BUONCONVENTO,SIENA
BORGO,FIRENZE
TREVIGLIO,CREMONA
VIAREGGIO,LUCCA
PUNTA,PALERMO
RIVAROLO,CHIERI
LUINO,GALLARATE
SCHIO,VICENZA
CHIASSO,COMO
TREVIGLIO,BERGAMO
BRESCIA,BERGAMO
BERGAMO,TREVIGLIO
SARZANA,LEVANTO
LEVANTO,LA SPEZIA
SASSUOLO,MODENA
BERCETO,PARMA
MONTEBELLUNA,TREVISO
TREVISO,VENEZIA
TREVISO,MONTEBELLUNA
PIOLTELLO,RHO
ARQUATA,GENOVA
BASSANO,PADOVA
MONTEBELLUNA,PADOVA
CAMNAGO,M
M,CAMNAGO
M,MALPENSA
M,SARONNO
ERBA,M
SARONNO,M
MALPENSA,M
CAMNAGO,M
LAVENO,M
BASSANO,VENEZIA
VENEZIA,VENEZIA
BASSANO,VENEZIA
COSENZA,PAOLA
CHIAVENNA,COLICO
BRESCIA,VERONA
ANCONA,PIACENZA
PIACENZA,ANCONA
LA SPEZIA,SAVONA
FIRENZE,PIOMBINO
SASSARI,CAGLIARI
REGGIO,LAMEZIA
PIACENZA,PESARO
FIRENZE,ORBETELLO
VENEZIA,ANCONA
FIRENZE,PIOMBINO
SIRACUSA,MESSINA
POTENZA,TARANTO
CATANZARO,REGGIO
LAMEZIA,REGGIO
VENTIMIGLIA,GENOVA
VARESE,TREVIGLIO
FAENZA,FIRENZE
MESSINA,PALERMO
MESSINA,CATANIA
SACILE,TRIESTE
TRIESTE,TARVISIO
SAVONA,CAVALLERMAGGIORE
SAVONA,SESTRI
FIRENZE,FOLIGNO
ANCONA,PESCARA
VERONA,BOLZANO
PISA,AULLA
VENEZIA,VERONA
DITTAINO,PALERMO
BRESCIA,EDOLO
SONDRIO,LECCO
POTENZA,FOGGIA
BRENNERO,MERANO
CIVITAVECCHIA,PISA
COSENZA,SAPRI
BELLUNO,VENEZIA
FOLIGNO,ANCONA
RAVENNA,CASTELBOLOGNESE
CATANIA,CALTAGIRONE
SIENA,FIRENZE
VARESE,TREVIGLIO
FOGGIA,POTENZA
FIRENZE,LUCCA
MESSINA,CATANIA
MERANO,BRENNERO
PORTOGRUARO,TRIESTE
BARLETTA,FASANO
UDINE,VENEZIA
UDINE,VENEZIA
TRIESTE,VENEZIA
PESARO,RAVENNA
CASERTA,ISERNIA
FIUMICINO,ORTE
SAVONA,GENOVA
EMPOLI,SIENA
FIRENZE,BORGO
PALERMO,AGRIGENTO
VENEZIA,MANTOVA
VICENZA,TREVISO
ANCONA,FOLIGNO
LA SPEZIA,PISA
BARI,FOGGIA
BARI,LECCE
MODENA,MANTOVA
NOVARA,CHIVASSO
NOVARA,BIELLA
TREVIGLIO,VARESE
TREVIGLIO,VARESE
PAVIA,CODOGNO
GENOVA,ACQUI
PISA,FIRENZE
M,LAVENO
SARONNO,ALBAIRATE
FIRENZE,VIAREGGIO
VENEZIA,TRIESTE
VENEZIA,BELLUNO
VENEZIA,BASSANO
SASSARI,OZIERI
SIBARI,COSENZA
FOSSANO,LIMONE
CATANZARO,LAMEZIA
LAMEZIA,CATANZARO
S.BENEDETTO,ASCOLI
COLICO,CHIAVENNA
MORTARA,MI.P.GENOVA
REGGIO,MELITO
RAVENNA,RIMINI
FIRENZE,AREZZO
SANTHIA`,BIELLA
STABIO,BUSTO
BUSTO,STABIO
PISTOIA,FIRENZE
CAGLIARI,CARBONIA
CREMONA,BRESCIA
CREMONA,TREVIGLIO
VIAREGGIO,FIRENZE
LUCCA,PISA
CEFALU`,PUNTA
PORTOGRUARO,VENEZIA
FIDENZA,CREMONA
CASERTA,POZZUOLI
CHIVASSO,PINEROLO
CHIVASSO,NOVARA
POGGIO,FIUMICINO
PINEROLO,CHIVASSO
FIRENZE,LIVORNO
PALERMO,CEFALU`
VENEZIA,VERONA
ANCONA,S.BENEDETTO
LA SPEZIA,LEVANTO
NOVARA,PIOLTELLO
TREVISO,VICENZA
TREVIGLIO,GALLARATE
VERONA,VENEZIA
ORTE,FIUMICINO
LIVORNO,FIRENZE
PISA,FOLLONICA
PISA,LUCCA
SALERNO,CASERTA
PADOVA,VENEZIA
PADOVA,VENEZIA
M,ASSO
M,LAVENO
M,VARESE
M,COMO
M,NOVARA
M,CAMNAGO
NOVARA,M
COMO,M
SARONNO,M
FIRENZE,BORGO
VENEZIA,PORTOGRUARO
VENEZIA,PADOVA
OZIERI,OLBIA
DITTAINO,CALTANISSETTA
LIMONE,FOSSANO
CROTONE,CATANZARO
NOVARA,ARONA
IGLESIAS,VILLAMASSARGIA
VILLAMASSARGIA,IGLESIAS
LA SPEZIA,PONTREMOLI
PONTREMOLI,LA SPEZIA
L`AQUILA,TERNI
MI.P.GENOVA,MORTARA
CATANIA,CATANIA
CREMONA,CODOGNO
CODOGNO,CREMONA
SIENA,BUONCONVENTO
AREZZO,FIRENZE
TREVIGLIO,CREMONA
BRESCIA,CREMONA
MANIAGO,SACILE
PUNTA,PALERMO
PUNTA,PALERMO
FRASCATI,CIAMPINO
AGRIGENTO,PALERMO
CEFALU`,PALERMO
VICENZA,PADOVA
VICENZA,SCHIO
CHIASSO,COMO
COMO,CHIASSO
TREVIGLIO,BERGAMO
BRESCIA,BERGAMO
LEVANTO,LA SPEZIA
SARZANA,LEVANTO
LEVANTO,LA SPEZIA
SESTRI,LA SPEZIA
BARI,BITRITTO
BERCETO,PARMA
BRESCIA,PARMA
MONTEBELLUNA,TREVISO
SESTRI,GENOVA
ACQUI,GENOVA
MONTEBELLUNA,PADOVA
M,MALPENSA
M,COMO
M,SARONNO
MALPENSA,M
CAMNAGO,M
ASSO,M
SARONNO,M
SARONNO,SEREGNO
BASSANO,VENEZIA
VENEZIA,VENEZIA
PADOVA,LA SPEZIA
ORTE,FIUMICINO
BERGAMO,VENTIMIGLIA
VOGHERA,RIMINI
AREZZO,SESTRI
PIACENZA,ANCONA
ANCONA,PIACENZA
GENOVA,VENEZIA
VERONA,BRENNERO
VENEZIA,TRIESTE
AULLA,PISA
ORTE,TERNI
TERNI,L`AQUILA
CATANIA,MESSINA
VARESE,TREVIGLIO
TRENTO,BASSANO
PESCARA,ANCONA
FIRENZE,FOLLONICA
PALERMO,MESSINA
VERONA,VENEZIA
FIRENZE,FAENZA
FIRENZE,LA SPEZIA
OLBIA,SASSARI
BRESCIA,EDOLO
PONTREMOLI,GENOVA
VENTIMIGLIA,SAVONA
RAVENNA,FERRARA
VARESE,TREVIGLIO
CAGLIARI,MACOMER
MESSINA,S.AGATA
LUCCA,FIRENZE
MERANO,BRENNERO
TRIESTE,VENEZIA
SAVONA,FOSSANO
FIRENZE,BORGO
PALERMO,S.AGATA
ALESSANDRIA,SAVONA
NOVARA,PIOLTELLO
VENEZIA,UDINE
PIOLTELLO,NOVARA
VERONA,BOLZANO
M,LAVENO
VENEZIA,TRIESTE
BRENNERO,MERANO
CATANZARO,LAMEZIA
BELLUNO,FELTRE
PONTREMOLI,PISA
COLICO,CHIAVENNA
MACERATA,ANCONA
CHIUSI,SIENA
MORTARA,MI.P.GENOVA
VILLA,MELITO
SIENA,CHIUSI
BORGO,FIRENZE
STABIO,BUSTO
BUSTO,STABIO
FIRENZE,VIAREGGIO
CAGLIARI,ORISTANO
CAGLIARI,DECIMOMANNU
CREMONA,TREVIGLIO
VIAREGGIO,FIRENZE
PALERMO,PUNTA
BARLETTA,FASANO
SALSOMAGGIORE,FIDENZA
FIDENZA,SALSOMAGGIORE
TARVISIO,TRIESTE
UDINE,TARVISIO
RIMINI,RAVENNA
POGGIO,FIUMICINO
CHIERI,RIVAROLO
FIRENZE,LIVORNO
PALERMO,PUNTA
PALERMO,CEFALU`
GALLARATE,LUINO
VERONA,VENEZIA
VENEZIA,VERONA
BERGAMO,BRESCIA
LA SPEZIA,LEVANTO
LA SPEZIA,SESTRI
LA SPEZIA,PISA
PARMA,BERCETO
TREVIGLIO,VARESE
TREVIGLIO,GALLARATE
GENOVA,ARQUATA
GENOVA,SESTRI
GENOVA,SAVONA
SARONNO,ALBAIRATE
M,CAMNAGO
M,MALPENSA
M,SARONNO
M,COMO
M,NOVARA
MALPENSA,M
CAMNAGO,M
M,CAMNAGO
LAVENO,M
NOVARA,M
COMO,M
SARONNO,M
FIRENZE,PISTOIA
VENEZIA,BASSANO
BASSANO,VENEZIA
EDOLO,BRESCIA
ARONA,NOVARA
L`AQUILA,SULMONA
PAOLA,COSENZA
FELTRE,BELLUNO
ASCOLI,S.BENEDETTO
CHIAVENNA,COLICO
MI.P.GENOVA,MORTARA
MELITO,REGGIO
LETOJANNI,CATANIA
CATANIA,CATANIA
BUONCONVENTO,SIENA
TREVIGLIO,CREMONA
BRESCIA,CREMONA
BASSANO,TRENTO
SACILE,MANIAGO
BOLZANO,TRENTO
PUNTA,PALERMO
PESARO,RIMINI
RIVAROLO,CHIERI
TERMINI,PALERMO
PALERMO,TERMINI
LUINO,GALLARATE
COMO,CHIASSO
BERGAMO,TREVIGLIO
LEVANTO,LA SPEZIA
LEVANTO,LA SPEZIA
RHO,PIOLTELLO
VERONA,BRESCIA
BASSANO,PADOVA
PADOVA,VENEZIA
PADOVA,MONTEBELLUNA
PADOVA,VENEZIA
M,MALPENSA
M,SARONNO
MALPENSA,M
CAMNAGO,M
ASSO,M
BORGO,FIRENZE
BASSANO,VENEZIA
SCHIO,VICENZA
CHIASSO,COMO
BRESCIA,BERGAMO
SESTRI,LA SPEZIA
BITRITTO,BARI
BIELLA,NOVARA
SALERNO,VENEZIA
SALERNO,ARECHI
OLBIA,CAGLIARI
ANCONA,PIACENZA
SALERNO,ARECHI
SALERNO,ARECHI
SIRACUSA,MESSINA
FOLIGNO,FIRENZE
MESSINA,PALERMO
TRIESTE,VENEZIA
SALERNO,ARECHI
SALERNO,ARECHI
CATANZARO,REGGIO
VENTIMIGLIA,GENOVA
BOLZANO,DOMEGLIARA
TRIESTE,TARVISIO
SALERNO,ARECHI
DOMODOSSOLA,VENEZIA
BRESCIA,EDOLO
PISA,GROSSETO
BELLUNO,VENEZIA
SALERNO,POTENZA
LECCE,BARI
ROVIGO,VENEZIA
MONSELICE,MANTOVA
CATANIA,SIRACUSA
MANTOVA,MONSELICE
FIRENZE,AREZZO
VARESE,TREVIGLIO
FOGGIA,BARI
FOGGIA,POTENZA
FAENZA,FIRENZE
LUCCA,FIRENZE
MERANO,BRENNERO
BOLZANO,VERONA
TRIESTE,VENEZIA
FERRARA,RIMINI
SAVONA,ALESSANDRIA
SAVONA,SESTRI
SAVONA,VENTIMIGLIA
BARI,FOGGIA
BARI,LECCE
PARMA,BRESCIA
NOVARA,PIOLTELLO
PIOLTELLO,NOVARA
VERONA,BOLZANO
VERONA,VENEZIA
SESTRI,SAVONA
VIAREGGIO,FIRENZE
SALERNO,ARECHI
SALERNO,ARECHI
GENOVA,LA SPEZIA
PADOVA,VERONA
M,LAVENO
FIRENZE,LIVORNO
PIACENZA,VOGHERA
PERUGIA,FOLIGNO
BRENNERO,MERANO
FOLLONICA,PISA
FOSSANO,LIMONE
MORTARA,MI.P.GENOVA
MANTOVA,MODENA
CAGLIARI,ORISTANO
CREMONA,BRESCIA
PALERMO,PUNTA
PUNTA,CEFALU`
CEFALU`,PUNTA
SALSOMAGGIORE,FIDENZA
FIDENZA,SALSOMAGGIORE
PESCARA,TERAMO
UDINE,TRIESTE
CHIVASSO,PINEROLO
CARMAGNOLA,CIRE\'
FIRENZE,SIENA
BUSTO,STABIO
VICENZA,SCHIO
BERGAMO,BRESCIA
LA SPEZIA,LEVANTO
LA SPEZIA,SESTRI
FASANO,BARLETTA
MODENA,MANTOVA
TREVISO,MONTEBELLUNA
TREVISO,VICENZA
TREVIGLIO,VARESE
